GeneID	KOID	PathwayID
gid47991.0.1	K11140	map00480
gid47992.0.1	K13066	map00940
gid47992.0.2	K13066	map00940
gid47997.0.1	K00679	map00561
gid47.0.1	K00284	map00630
gid47.0.1	K00284	map00910
gid47.0.2	K00284	map00630
gid47.0.2	K00284	map00910
gid4801.0.1	K10739	map03030
gid4801.0.1	K10739	map03420
gid4801.0.1	K10739	map03430
gid4801.0.1	K10739	map03440
gid48047.0.2	K12947	map03060
gid48092.0.1	K05305	map00051
gid48092.0.1	K05305	map00520
gid480.0.1	K00549	map00270
gid480.0.1	K00549	map00450
gid48106.0.1	K05928	map00130
gid4810.0.1	K12611	map03018
gid48125.0.1	K08333	map04136
gid48147.0.1	K03654	map03018
gid48147.0.2	K10901	map03440
gid4815.0.1	K03006	map00230
gid4815.0.1	K03006	map00240
gid4815.0.1	K03006	map03020
gid4816.0.1	K05692	map04145
gid48175.0.1	K00953	map00740
gid48178.0.1	K00963	map00040
gid48178.0.1	K00963	map00052
gid48178.0.1	K00963	map00500
gid48178.0.1	K00963	map00520
gid48185.0.1	K14555	map03008
gid4818.0.1	K03456	map03015
gid48193.1.1	K02977	map03010
gid48197.0.1	K11866	map04144
gid481.0.1	K14485	map04075
gid48212.0.1	K09753	map00940
gid48214.0.1	K05305	map00051
gid48214.0.1	K05305	map00520
gid48236.0.1	K03352	map04120
gid4823.0.1	K13464	map04075
gid48250.0.1	K11353	map00190
gid48253.0.1	K01176	map00500
gid48254.0.1	K02938	map03010
gid48255.0.1	K05294	map00563
gid4826.0.1	K01179	map00500
gid4826.0.2	K01179	map00500
gid48276.0.1	K00549	map00270
gid48276.0.1	K00549	map00450
gid48278.0.1	K00889	map00562
gid48278.0.1	K00889	map04070
gid48278.0.1	K00889	map04144
gid4828.0.1	K03955	map00190
gid4829.0.1	K07904	map04144
gid4829.1.2	K07904	map04144
gid48308.0.2	K04506	map04120
gid48309.0.2	K01206	map00511
gid48320.0.2	K02872	map03010
gid48325.0.1	K00423	map00053
gid48347.0.1	K12622	map03018
gid48347.0.1	K12622	map03040
gid48371.0.1	K11129	map03008
gid48373.1.1	K00416	map00190
gid48376.0.1	K00430	map00940
gid48376.0.2	K00430	map00940
gid48389.1.1	K13946	map04075
gid483.0.1	K04523	map04141
gid48404.0.1	K12489	map04144
gid48412.0.1	K12670	map00510
gid48412.0.1	K12670	map04141
gid48413.0.1	K05349	map00460
gid48413.0.1	K05349	map00500
gid48413.0.1	K05349	map00940
gid48420.0.1	K10745	map03030
gid48422.0.1	K13508	map00561
gid48422.0.1	K13508	map00564
gid48449.0.2	K18835	map04626
gid4844.0.1	K00288	map00670
gid48455.1.1	K07953	map04141
gid48455.1.2	K07953	map04141
gid4845.0.1	K12275	map03060
gid4845.0.1	K12275	map04141
gid4846.0.1	K20557	map04016
gid48471.0.2	K14066	map00900
gid48472.0.1	K02973	map03010
gid4848.0.1	K14432	map04075
gid48494.0.1	K01179	map00500
gid4849.0.1	K01114	map00562
gid4849.0.1	K01114	map00564
gid4849.0.1	K01114	map00565
gid4850.0.1	K00942	map00230
gid48514.0.1	K03236	map03013
gid4851.0.1	K00799	map00480
gid48525.0.1	K02981	map03010
gid48529.0.2	K07374	map04145
gid48529.0.3	K07374	map04145
gid48530.0.1	K14487	map04075
gid48533.0.1	K01126	map00564
gid48541.0.1	K14397	map03015
gid48549.1.1	K09587	map00905
gid48559.0.1	K18835	map04626
gid48564.0.1	K03841	map00010
gid48564.0.1	K03841	map00030
gid48564.0.1	K03841	map00051
gid48564.0.1	K03841	map00710
gid4856.0.1	K02962	map03010
gid4857.0.1	K02960	map03010
gid4857.1.1	K02960	map03010
gid4857.1.2	K02960	map03010
gid4857.1.3	K02960	map03010
gid4858.0.1	K02953	map03010
gid4858.0.2	K02953	map03010
gid48594.0.1	K00021	map00900
gid48597.0.1	K03953	map00190
gid485.0.1	K10447	map04120
gid48601.0.1	K05749	map03013
gid48610.0.1	K05605	map00280
gid48610.0.1	K05605	map00410
gid48610.0.1	K05605	map00640
gid4861.0.1	K03111	map03030
gid4861.0.1	K03111	map03430
gid4861.0.1	K03111	map03440
gid48644.0.1	K12349	map00600
gid48645.0.1	K14488	map04075
gid4864.0.1	K10683	map03440
gid48651.0.1	K08915	map00196
gid4865.0.1	K00891	map00400
gid4865.1.1	K14175	map00909
gid48672.0.1	K12669	map00510
gid48672.0.1	K12669	map04141
gid48672.0.2	K12669	map00510
gid48672.0.2	K12669	map04141
gid4867.0.1	K14546	map03008
gid48725.0.2	K14491	map04075
gid4872.0.1	K05955	map00900
gid48739.0.1	K14175	map00909
gid4874.0.1	K01772	map00860
gid48754.0.1	K06133	map00770
gid48767.0.1	K02995	map03010
gid48776.0.1	K03251	map03013
gid48786.0.1	K04382	map03015
gid48786.0.1	K04382	map04136
gid48787.0.1	K10256	map01040
gid48789.0.7	K02140	map00190
gid4879.0.1	K00430	map00940
gid487.0.1	K15406	map00073
gid48832.0.1	K16196	map04141
gid48832.0.2	K12349	map00600
gid48846.0.2	K09580	map04141
gid4884.0.1	K03036	map03050
gid4885.0.1	K03715	map00561
gid48867.0.3	K03131	map03022
gid48878.0.1	K03123	map03022
gid4887.0.1	K02943	map03010
gid48926.0.1	K13126	map03013
gid48926.0.1	K13126	map03015
gid48926.0.1	K13126	map03018
gid48931.0.1	K00963	map00040
gid48931.0.1	K00963	map00052
gid48931.0.1	K00963	map00500
gid48931.0.1	K00963	map00520
gid48935.0.4	K00013	map00340
gid4893.0.1	K14486	map04075
gid48946.0.1	K14009	map04141
gid4894.0.1	K10581	map04120
gid48959.0.1	K02988	map03010
gid48962.0.1	K02147	map00190
gid48962.0.1	K02147	map04145
gid48985.0.2	K12896	map03040
gid4899.0.1	K03106	map03060
gid49003.0.1	K00968	map00440
gid49003.0.1	K00968	map00564
gid4900.0.1	K20728	map04016
gid49014.0.1	K14503	map04075
gid49014.1.1	K14503	map04075
gid49017.0.2	K05607	map00280
gid4901.0.1	K01859	map00941
gid49022.0.2	K00616	map00030
gid49022.0.4	K00616	map00030
gid49028.0.1	K02991	map03010
gid4902.0.1	K07466	map03030
gid4902.0.1	K07466	map03420
gid4902.0.1	K07466	map03430
gid4902.0.1	K07466	map03440
gid49033.0.1	K16240	map04712
gid49045.0.1	K00700	map00500
gid49050.0.1	K16223	map04712
gid49050.0.3	K16223	map04712
gid49052.0.1	K08495	map04130
gid49054.0.1	K12625	map03018
gid49054.0.1	K12625	map03040
gid4911.0.1	K14432	map04075
gid49121.0.2	K01110	map00562
gid49121.0.2	K01110	map04070
gid49123.0.1	K09458	map00061
gid49123.0.1	K09458	map00780
gid4912.0.1	K13237	map04146
gid49135.0.1	K00765	map00340
gid49143.0.2	K11262	map00061
gid49143.0.2	K11262	map00254
gid49143.0.2	K11262	map00620
gid49143.0.2	K11262	map00640
gid49180.0.1	K12823	map03040
gid49204.0.1	K22133	map00630
gid49205.0.2	K06943	map03008
gid49205.0.3	K06943	map03008
gid4920.0.1	K00326	map00520
gid4921.0.1	K06167	map00440
gid49220.0.1	K01051	map00040
gid49220.0.2	K01051	map00040
gid49224.0.1	K02435	map00970
gid49227.0.1	K12741	map03040
gid49236.0.1	K11423	map00310
gid4923.0.1	K11584	map03015
gid49259.0.1	K01188	map00460
gid49259.0.1	K01188	map00500
gid49259.0.1	K01188	map00940
gid49259.0.2	K01188	map00460
gid49259.0.2	K01188	map00500
gid49259.0.2	K01188	map00940
gid49265.0.1	K02921	map03010
gid49267.0.1	K13415	map04075
gid49273.0.1	K05658	map02010
gid49275.0.1	K10901	map03440
gid49292.0.2	K10256	map01040
gid49313.0.1	K02705	map00195
gid49323.1.1	K04077	map03018
gid4932.0.1	K13434	map04626
gid49332.0.3	K12483	map04144
gid49340.0.1	K00799	map00480
gid49340.0.2	K07765	map04141
gid49349.0.1	K11517	map00630
gid49349.0.1	K11517	map04146
gid4935.0.1	K11517	map00630
gid4935.0.1	K11517	map04146
gid49362.0.1	K12837	map03040
gid49368.0.1	K05019	map03013
gid49373.0.1	K00913	map00562
gid49373.0.1	K00913	map04070
gid49380.0.1	K09188	map00310
gid49384.0.1	K01725	map00910
gid4938.0.1	K13456	map04626
gid49402.0.1	K01662	map00730
gid49402.0.1	K01662	map00900
gid49403.0.1	K02695	map00195
gid49446.0.1	K00765	map00340
gid4945.0.1	K19893	map00500
gid4946.0.1	K00001	map00010
gid4946.0.1	K00001	map00071
gid4946.0.1	K00001	map00350
gid49474.0.1	K03257	map03013
gid49484.0.2	K15920	map00520
gid49487.0.1	K14515	map04016
gid49487.0.1	K14515	map04075
gid4949.0.1	K13171	map03013
gid4949.0.1	K13171	map03015
gid494.0.1	K01835	map00010
gid494.0.1	K01835	map00030
gid494.0.1	K01835	map00052
gid494.0.1	K01835	map00230
gid494.0.1	K01835	map00500
gid494.0.1	K01835	map00520
gid49504.0.1	K12492	map04144
gid49507.0.1	K01728	map00040
gid49507.0.2	K01728	map00040
gid49516.0.1	K02995	map03010
gid4951.0.1	K15803	map00909
gid49528.0.1	K02895	map03010
gid4952.1.1	K04123	map00904
gid49535.0.3	K05643	map02010
gid4954.0.1	K14003	map04141
gid49556.0.1	K13800	map00240
gid4957.0.2	K10848	map03420
gid49585.0.1	K01555	map00350
gid49587.0.1	K13457	map04626
gid49589.0.1	K00430	map00940
gid4958.0.1	K11423	map00310
gid49598.0.1	K03781	map00380
gid49598.0.1	K03781	map00630
gid49598.0.1	K03781	map04016
gid49598.0.1	K03781	map04146
gid4959.0.1	K14315	map03013
gid4960.0.1	K02267	map00190
gid49632.0.1	K10599	map03040
gid49632.0.1	K10599	map04120
gid49639.0.1	K02133	map00190
gid49669.0.2	K07901	map04144
gid4968.0.1	K07953	map04141
gid4968.1.1	K07953	map04141
gid496.0.1	K01760	map00270
gid496.0.1	K01760	map00450
gid49701.0.1	K12741	map03040
gid49714.0.1	K07151	map00510
gid49714.0.1	K07151	map04141
gid4972.0.1	K14411	map03015
gid4973.0.1	K10534	map00910
gid4974.0.2	K06617	map00052
gid4974.1.1	K06617	map00052
gid4975.0.1	K00799	map00480
gid49762.0.1	K00826	map00270
gid49762.0.1	K00826	map00280
gid49762.0.1	K00826	map00290
gid49762.0.1	K00826	map00770
gid49779.0.1	K16223	map04712
gid4977.0.1	K01255	map00480
gid49780.0.1	K01641	map00072
gid49780.0.1	K01641	map00280
gid49780.0.1	K01641	map00650
gid49780.0.1	K01641	map00900
gid49782.0.1	K05754	map04144
gid49791.0.1	K09842	map00906
gid49797.0.1	K15919	map00260
gid49797.0.1	K15919	map00630
gid4981.0.1	K03363	map04120
gid4981.0.2	K03363	map04120
gid49832.0.1	K13415	map04075
gid49850.0.2	K01870	map00970
gid49851.0.1	K07375	map04145
gid49862.0.3	K08054	map04141
gid49862.0.3	K08054	map04145
gid49876.0.2	K02942	map03010
gid4987.0.1	K14288	map03013
gid49908.0.1	K03952	map00190
gid49909.0.1	K12879	map03013
gid49909.0.1	K12879	map03040
gid49911.0.1	K01115	map00564
gid49911.0.1	K01115	map00565
gid49911.0.1	K01115	map04144
gid49916.0.1	K02866	map03010
gid49932.0.1	K00942	map00230
gid49932.0.2	K00942	map00230
gid49933.0.1	K13415	map04075
gid49935.0.1	K04523	map04141
gid4993.0.1	K20728	map04016
gid4993.0.2	K20728	map04016
gid49940.0.3	K00699	map00040
gid49940.0.3	K00699	map00053
gid49940.0.3	K00699	map00860
gid49942.0.1	K12820	map03040
gid4995.0.1	K10884	map03450
gid49963.0.1	K01114	map00562
gid49963.0.1	K01114	map00564
gid49963.0.1	K01114	map00565
gid49977.0.1	K03426	map00760
gid49977.0.1	K03426	map04146
gid4997.0.1	K00962	map00230
gid4997.0.1	K00962	map00240
gid4997.0.1	K00962	map03018
gid49985.0.3	K01177	map00500
gid49989.0.1	K01074	map00062
gid499.0.2	K07887	map04144
gid499.0.2	K07887	map04145
gid499.2.1	K07889	map04144
gid499.2.1	K07889	map04145
gid4.0.1	K00919	map00900
gid50007.0.1	K00012	map00040
gid50007.0.1	K00012	map00053
gid50007.0.1	K00012	map00520
gid5000.0.1	K12830	map03040
gid50012.0.1	K00297	map00670
gid5001.0.1	K01011	map00270
gid5001.0.1	K01011	map00920
gid5001.0.1	K01011	map04122
gid50020.0.1	K01870	map00970
gid50020.0.2	K01870	map00970
gid50020.0.3	K01870	map00970
gid5002.0.1	K00873	map00010
gid5002.0.1	K00873	map00230
gid5002.0.1	K00873	map00620
gid50030.0.1	K01535	map00190
gid50033.0.1	K00131	map00010
gid50033.0.1	K00131	map00030
gid50058.0.1	K05275	map00750
gid50086.0.1	K02976	map03010
gid5008.0.1	K00432	map00480
gid5008.0.1	K00432	map00590
gid500.0.1	K12872	map03040
gid5010.0.1	K02261	map00190
gid5010.0.2	K02261	map00190
gid5013.0.1	K11583	map03015
gid50157.0.1	K13600	map00860
gid50168.1.1	K08852	map04141
gid50186.0.1	K02910	map03010
gid50188.0.1	K10775	map00360
gid50188.0.1	K10775	map00940
gid50196.0.1	K01673	map00910
gid501.0.1	K12897	map03040
gid50212.0.1	K02934	map03010
gid50215.0.1	K02927	map03010
gid5021.0.1	K14416	map03015
gid50223.0.1	K11517	map00630
gid50223.0.1	K11517	map04146
gid50223.1.1	K11517	map00630
gid50223.1.1	K11517	map04146
gid50224.0.1	K13065	map00940
gid50224.0.1	K13065	map00941
gid50224.0.1	K13065	map00945
gid50225.0.1	K02883	map03010
gid5022.0.1	K01872	map00970
gid50272.0.1	K02893	map03010
gid50275.0.2	K13667	map00514
gid502.0.1	K01087	map00500
gid50304.0.1	K01679	map00020
gid50304.0.1	K01679	map00620
gid50309.0.1	K00430	map00940
gid50309.0.2	K00430	map00940
gid50309.1.1	K00430	map00940
gid5032.0.1	K02955	map03010
gid50332.0.1	K13800	map00240
gid5033.0.1	K01187	map00052
gid5033.0.1	K01187	map00500
gid50360.1.1	K08232	map00053
gid50364.0.1	K02703	map00195
gid5036.0.1	K13346	map04146
gid50370.0.3	K14402	map03015
gid50371.0.1	K16221	map04712
gid50371.0.2	K16221	map04712
gid50377.0.1	K00030	map00020
gid50387.0.5	K14409	map03015
gid5039.0.1	K13422	map04016
gid5039.0.1	K13422	map04075
gid50405.1.2	K03006	map00230
gid50405.1.2	K03006	map00240
gid50405.1.2	K03006	map03020
gid5040.0.1	K03027	map00230
gid5040.0.1	K03027	map00240
gid5040.0.1	K03027	map03020
gid5043.0.1	K06688	map04120
gid5044.0.1	K03283	map03040
gid5044.0.1	K03283	map04141
gid5044.0.1	K03283	map04144
gid5044.0.2	K03283	map03040
gid5044.0.2	K03283	map04141
gid5044.0.2	K03283	map04144
gid5044.1.1	K03283	map03040
gid5044.1.1	K03283	map04141
gid5044.1.1	K03283	map04144
gid5044.2.1	K03283	map03040
gid5044.2.1	K03283	map04141
gid5044.2.1	K03283	map04144
gid5045.0.1	K13354	map04146
gid50484.0.1	K03257	map03013
gid50484.0.2	K03257	map03013
gid50484.0.3	K03257	map03013
gid50484.0.4	K03257	map03013
gid50486.0.1	K14494	map04075
gid504.0.1	K12614	map03018
gid504.0.3	K00031	map00020
gid504.0.3	K00031	map00480
gid504.0.3	K00031	map04146
gid5050.0.1	K01246	map03410
gid50510.0.1	K12617	map03018
gid50517.0.2	K12843	map03040
gid50535.0.1	K16055	map00500
gid50541.0.1	K00789	map00270
gid50545.0.1	K12492	map04144
gid50556.0.3	K14400	map03015
gid50560.0.1	K03113	map03013
gid50562.0.1	K03021	map00230
gid50562.0.1	K03021	map00240
gid50562.0.1	K03021	map03020
gid50564.0.1	K00432	map00480
gid50564.0.1	K00432	map00590
gid50589.0.1	K04079	map04141
gid50589.0.1	K04079	map04626
gid50595.0.2	K19891	map00500
gid50599.0.1	K03259	map03013
gid50608.0.1	K13457	map04626
gid50608.1.1	K13457	map04626
gid5060.0.1	K10756	map03030
gid5060.0.1	K10756	map03420
gid5060.0.1	K10756	map03430
gid50624.0.2	K01177	map00500
gid50639.0.1	K02916	map03010
gid50643.0.1	K01535	map00190
gid50643.1.1	K01115	map00564
gid50643.1.1	K01115	map00565
gid50643.1.1	K01115	map04144
gid50651.0.1	K00326	map00520
gid50657.0.1	K00953	map00740
gid50680.0.1	K02925	map03010
gid50688.0.1	K13459	map04626
gid50688.1.1	K13459	map04626
gid5070.0.1	K14325	map03013
gid5070.0.1	K14325	map03015
gid50713.0.1	K09843	map00906
gid5071.0.1	K12896	map03040
gid5074.0.1	K02265	map00190
gid5075.0.1	K12893	map03040
gid50762.0.1	K11097	map03040
gid5076.0.1	K01803	map00010
gid5076.0.1	K01803	map00051
gid5076.0.1	K01803	map00562
gid5076.0.1	K01803	map00710
gid5076.0.2	K01803	map00010
gid5076.0.2	K01803	map00051
gid5076.0.2	K01803	map00562
gid5076.0.2	K01803	map00710
gid5076.0.3	K01803	map00010
gid5076.0.3	K01803	map00051
gid5076.0.3	K01803	map00562
gid5076.0.3	K01803	map00710
gid5076.2.1	K01803	map00010
gid5076.2.1	K01803	map00051
gid5076.2.1	K01803	map00562
gid5076.2.1	K01803	map00710
gid50771.0.1	K03065	map03050
gid50778.0.1	K17906	map04136
gid50782.0.1	K05280	map00941
gid50782.0.1	K05280	map00944
gid50790.0.2	K14564	map03008
gid50805.0.1	K00029	map00620
gid50805.0.1	K00029	map00710
gid50805.0.2	K00029	map00620
gid50805.0.2	K00029	map00710
gid5080.0.1	K01438	map00220
gid50824.0.2	K00914	map00562
gid50824.0.2	K00914	map04070
gid50824.0.2	K00914	map04136
gid50824.0.2	K00914	map04145
gid5082.0.1	K00763	map00760
gid50831.0.1	K13415	map04075
gid5084.0.1	K00799	map00480
gid50867.0.1	K11099	map03040
gid50871.0.1	K05666	map02010
gid50872.0.1	K14486	map04075
gid5087.0.1	K01365	map04145
gid5087.0.2	K01365	map04145
gid5089.0.1	K05747	map04144
gid50902.0.1	K02983	map03010
gid50906.0.1	K02870	map03010
gid5090.0.1	K12815	map03040
gid50934.0.2	K12867	map03040
gid50934.0.3	K12867	map03040
gid50952.0.2	K13648	map00520
gid50953.0.1	K00921	map00562
gid50953.0.1	K00921	map04070
gid50953.0.1	K00921	map04145
gid5095.0.1	K13800	map00240
gid5095.0.2	K13800	map00240
gid50961.0.1	K00600	map00260
gid50961.0.1	K00600	map00460
gid50961.0.1	K00600	map00630
gid50961.0.1	K00600	map00670
gid50963.0.1	K15227	map00400
gid50989.0.1	K04565	map04146
gid50998.0.1	K00864	map00561
gid50998.0.1	K00864	map04626
gid50998.0.2	K00864	map00561
gid50998.0.2	K00864	map04626
gid51009.0.1	K14432	map04075
gid5100.0.1	K12837	map03040
gid51015.0.1	K11827	map04144
gid51015.0.2	K11827	map04144
gid51016.0.2	K00030	map00020
gid5102.0.1	K00913	map00562
gid5102.0.1	K00913	map04070
gid51036.0.1	K00927	map00010
gid51036.0.1	K00927	map00710
gid51036.0.2	K00927	map00010
gid51036.0.2	K00927	map00710
gid51036.0.3	K00927	map00010
gid51036.0.3	K00927	map00710
gid51045.0.1	K01956	map00240
gid51045.0.1	K01956	map00250
gid51047.0.1	K01890	map00970
gid51047.0.2	K01890	map00970
gid5104.0.1	K02639	map00195
gid51051.0.1	K17686	map04016
gid51059.0.1	K12854	map03040
gid51059.0.2	K12854	map03040
gid51059.0.3	K12854	map03040
gid51071.0.1	K05954	map00900
gid51084.0.1	K10683	map03440
gid51089.0.1	K01113	map00790
gid51098.0.1	K00215	map00261
gid51098.0.1	K00215	map00300
gid51098.0.2	K00215	map00261
gid51098.0.2	K00215	map00300
gid51102.0.1	K02949	map03010
gid51114.0.1	K10589	map04120
gid51114.0.2	K10589	map04120
gid51125.0.1	K01469	map00480
gid5112.0.1	K02906	map03010
gid51146.0.2	K15747	map00906
gid51146.0.3	K15747	map00906
gid5114.0.1	K12126	map04075
gid5114.0.1	K12126	map04712
gid51153.0.1	K01115	map00564
gid51153.0.1	K01115	map00565
gid51153.0.1	K01115	map04144
gid5115.1.1	K02639	map00195
gid51175.0.1	K01897	map00061
gid51175.0.1	K01897	map00071
gid51175.0.1	K01897	map04146
gid51175.0.2	K01897	map00061
gid51175.0.2	K01897	map00071
gid51175.0.2	K01897	map04146
gid51177.0.1	K15400	map00073
gid51198.0.1	K09580	map04141
gid5119.0.1	K01934	map00670
gid511.0.1	K01126	map00564
gid5121.0.1	K13413	map04016
gid5121.0.1	K13413	map04075
gid5121.0.1	K13413	map04626
gid5121.2.1	K13413	map04016
gid5121.2.1	K13413	map04075
gid5121.2.1	K13413	map04626
gid51249.0.1	K03029	map03050
gid51254.0.1	K00873	map00010
gid51254.0.1	K00873	map00230
gid51254.0.1	K00873	map00620
gid51263.0.1	K01535	map00190
gid51263.0.2	K01535	map00190
gid51273.0.1	K01962	map00061
gid51273.0.1	K01962	map00620
gid51273.0.1	K01962	map00640
gid51279.0.1	K14573	map03008
gid51281.0.1	K06100	map03015
gid51289.0.1	K01953	map00250
gid51293.0.1	K05293	map00563
gid5129.0.1	K12890	map03040
gid512.0.1	K12741	map03040
gid51308.0.1	K14410	map00740
gid5130.0.1	K00549	map00270
gid5130.0.1	K00549	map00450
gid51314.0.1	K01188	map00460
gid51314.0.1	K01188	map00500
gid51314.0.1	K01188	map00940
gid51315.0.1	K02943	map03010
gid51315.0.2	K02943	map03010
gid51315.0.3	K02943	map03010
gid51321.0.1	K03937	map00190
gid5133.0.1	K12489	map04144
gid5133.0.2	K12489	map04144
gid51345.0.1	K04079	map04141
gid51345.0.1	K04079	map04626
gid51346.0.1	K00927	map00010
gid51346.0.1	K00927	map00710
gid51346.0.3	K14292	map03013
gid51358.0.1	K03883	map00190
gid5135.0.1	K14496	map04016
gid5135.0.1	K14496	map04075
gid5136.0.1	K02202	map03022
gid5136.0.1	K02202	map03420
gid51377.0.1	K14514	map04016
gid51377.0.1	K14514	map04075
gid51379.0.1	K00816	map00380
gid51379.0.1	K00816	map00450
gid51379.0.2	K15849	map00350
gid51379.0.2	K15849	map00360
gid51379.0.2	K15849	map00400
gid51379.0.2	K15849	map00950
gid51379.0.2	K15849	map00960
gid5138.0.1	K13430	map04626
gid5140.0.1	K00559	map00100
gid51411.0.2	K03251	map03013
gid5142.0.1	K00083	map00940
gid51439.0.1	K14411	map03015
gid51439.0.2	K14411	map03015
gid51440.0.2	K01593	map00350
gid51440.0.2	K01593	map00360
gid51440.0.2	K01593	map00380
gid51440.0.2	K01593	map00901
gid51440.0.2	K01593	map00950
gid51440.0.2	K01593	map00965
gid5144.0.1	K14484	map04075
gid51461.0.1	K17839	map00330
gid51461.0.1	K17839	map00410
gid51461.0.2	K17839	map00330
gid51461.0.2	K17839	map00410
gid51462.0.1	K12848	map03040
gid5146.0.1	K12194	map04144
gid5146.1.1	K12194	map04144
gid51491.0.1	K00279	map00908
gid51491.0.2	K00279	map00908
gid51491.0.6	K00279	map00908
gid5149.0.1	K14544	map03008
gid514.0.1	K10775	map00360
gid514.0.1	K10775	map00940
gid514.0.2	K10775	map00360
gid514.0.2	K10775	map00940
gid514.1.1	K10775	map00360
gid514.1.1	K10775	map00940
gid514.2.1	K10775	map00360
gid514.2.1	K10775	map00940
gid51500.0.1	K00856	map00230
gid51502.0.1	K00856	map00230
gid51502.0.2	K00856	map00230
gid51502.0.3	K00856	map00230
gid5150.0.1	K09843	map00906
gid5150.0.2	K09843	map00906
gid51511.0.1	K04646	map04144
gid51516.0.1	K02160	map00061
gid51516.0.1	K02160	map00620
gid51516.0.1	K02160	map00640
gid51530.0.1	K01184	map00040
gid51536.1.2	K13506	map00561
gid51536.1.2	K13506	map00564
gid5153.0.1	K05933	map00270
gid5154.0.1	K12261	map04146
gid51566.0.1	K18442	map04144
gid5156.0.1	K01640	map00072
gid5156.0.1	K01640	map00280
gid5156.0.1	K01640	map00650
gid5156.0.1	K01640	map04146
gid51571.0.1	K07937	map04144
gid51577.0.1	K01051	map00040
gid5157.0.1	K01858	map00562
gid5157.0.2	K01858	map00562
gid5157.1.1	K01858	map00562
gid5158.0.1	K14510	map04016
gid5158.0.1	K14510	map04075
gid51593.0.1	K01246	map03410
gid51605.0.3	K10609	map03420
gid51605.0.3	K10609	map04120
gid5160.0.1	K14491	map04075
gid51623.0.1	K12842	map03040
gid51640.0.1	K04646	map04144
gid5164.0.1	K20538	map04016
gid51650.0.1	K00008	map00040
gid51650.0.1	K00008	map00051
gid51661.0.1	K15893	map00260
gid51661.0.1	K15893	map00630
gid51666.0.1	K07466	map03030
gid51666.0.1	K07466	map03420
gid51666.0.1	K07466	map03430
gid51666.0.1	K07466	map03440
gid5167.0.1	K01184	map00040
gid51685.0.1	K10047	map00053
gid51685.0.1	K10047	map00562
gid51685.0.1	K10047	map04070
gid51685.0.2	K10047	map00053
gid51685.0.2	K10047	map00562
gid51685.0.2	K10047	map04070
gid5168.0.1	K12885	map03040
gid51690.0.1	K03004	map00230
gid51690.0.1	K03004	map00240
gid51690.0.1	K03004	map03020
gid516.0.1	K12811	map03040
gid5170.0.1	K14558	map03008
gid5171.0.2	K01099	map00562
gid5171.0.2	K01099	map04070
gid5172.0.1	K09555	map04141
gid5173.0.1	K01051	map00040
gid51779.0.1	K11517	map00630
gid51779.0.1	K11517	map04146
gid5177.0.1	K01427	map00220
gid5177.0.1	K01427	map00230
gid51783.0.1	K10757	map00944
gid51783.0.2	K10757	map00944
gid51783.1.1	K12930	map00942
gid51784.0.1	K13950	map00790
gid5178.0.1	K06130	map00564
gid5179.0.1	K00297	map00670
gid5180.0.1	K02717	map00195
gid51821.0.1	K02183	map04016
gid51821.0.1	K02183	map04070
gid51821.0.1	K02183	map04626
gid5183.1.1	K07456	map03430
gid51847.0.1	K12856	map03040
gid51854.0.1	K13832	map00400
gid51859.0.1	K00679	map00561
gid51872.0.1	K02435	map00970
gid51872.0.2	K02435	map00970
gid51877.0.1	K01115	map00564
gid51877.0.1	K01115	map00565
gid51877.0.1	K01115	map04144
gid5187.0.1	K03030	map03050
gid51883.0.1	K02951	map03010
gid5188.0.1	K16222	map04712
gid51898.0.1	K12872	map03040
gid5189.0.1	K03217	map03060
gid51905.0.1	K14505	map04075
gid51917.0.2	K02877	map03010
gid51946.0.1	K00106	map00230
gid51946.0.1	K00106	map00232
gid51946.0.1	K00106	map04146
gid51948.0.1	K04564	map04146
gid5194.0.1	K05283	map00563
gid51992.1.2	K02927	map03010
gid51999.0.2	K01899	map00020
gid51999.0.2	K01899	map00640
gid519.0.1	K03639	map00790
gid519.0.1	K03639	map04122
gid52011.0.2	K03120	map03022
gid52023.0.1	K03231	map03013
gid52035.0.1	K19893	map00500
gid5203.0.1	K16055	map00500
gid52069.0.1	K03120	map03022
gid52071.0.3	K02639	map00195
gid52080.0.1	K00814	map00220
gid52080.0.1	K00814	map00250
gid52080.0.1	K00814	map00710
gid52082.0.1	K07375	map04145
gid52085.0.1	K14431	map04075
gid5211.0.1	K07203	map04136
gid52142.0.2	K01883	map00970
gid52142.0.4	K01883	map00970
gid52144.0.3	K12524	map00260
gid52144.0.3	K12524	map00261
gid52144.0.3	K12524	map00270
gid52144.0.3	K12524	map00300
gid52146.0.3	K16221	map04712
gid5216.0.1	K10960	map00860
gid5216.0.1	K10960	map00900
gid52173.0.1	K12856	map03040
gid52176.0.3	K01648	map00020
gid52180.0.1	K02918	map03010
gid52182.1.1	K01230	map00510
gid52182.1.1	K01230	map04141
gid52206.0.1	K07375	map04145
gid5220.0.1	K00002	map00010
gid5220.0.1	K00002	map00040
gid5220.0.1	K00002	map00561
gid52213.0.2	K14488	map04075
gid5221.0.1	K02433	map00970
gid52223.0.2	K06892	map00940
gid52223.0.5	K06892	map00940
gid52224.0.1	K12795	map04626
gid52239.0.1	K01689	map00010
gid52239.0.1	K01689	map03018
gid5223.0.2	K01184	map00040
gid5224.0.1	K14306	map03013
gid52254.0.1	K02958	map03010
